,ec_st,R_st,M_st,Mb_st,rT_st
189,2220034991475572.8,1047370.2415149373,4.0215342111111737e+33,4.748153033252856e+33,419351.25987142185
190,2244489102442207.2,1045258.3566778833,4.026280681680372e+33,4.7554112415992794e+33,426443.5170789745
191,2269212580128504.5,1043138.6016357307,4.0307923935483276e+33,4.7623200138121743e+33,433220.6670822008
192,2294208391660494.0,1041009.6471352441,4.035065579639324e+33,4.7688778284410593e+33,439224.5979045568
193,2319479536847697.0,1038870.9333028353,4.0390943125615885e+33,4.775064646713296e+33,445260.5318300656
194,2345029048543111.0,1036778.8040194318,4.0428146994033893e+33,4.780798627342174e+33,451175.2428611497
195,2370859993007162.0,1034675.5756082056,4.0463090533247494e+33,4.7861912812628914e+33,456493.31363775267
196,2396975470275760.5,1032570.2567810703,4.049586971742481e+33,4.7912661916230264e+33,461768.8763320357
197,2423378614532268.5,1030456.1803924919,4.0526455926361434e+33,4.7960033559581984e+33,466931.5596110401
198,2450072594483717.0,1028336.5654587912,4.055482967507692e+33,4.800406630698276e+33,471693.8654844331
199,2477060613741014.0,1026212.4118971386,4.0581154337399614e+33,4.804506858797357e+33,476554.2146548546
200,2504345911203484.0,1024118.774444363,4.0604852401292224e+33,4.808199113048248e+33,481128.1475424253
201,2531931761447549.5,1022032.5346102836,4.0626468968211874e+33,4.81157601936311e+33,485156.8091763272
202,2559821475119689.5,1019941.6311528395,4.064606573995332e+33,4.8146428632960724e+33,489644.67156934016
203,2588018399333829.5,1017846.9332149045,4.066368904592381e+33,4.817408495565585e+33,493491.01323614595
204,2616525918072953.5,1015746.0217442377,4.067925739472164e+33,4.819848415807842e+33,497369.9193262978
205,2645347452595301.0,1013644.1134352995,4.06930940402814e+33,4.8220366400557717e+33,500849.2457469216
206,2674486461844924.0,1011569.9789246008,4.0704570705730114e+33,4.823838072508156e+33,504140.2618769749
207,2703946442866776.5,1009506.1064932622,4.071413507516553e+33,4.8253399383584653e+33,507578.72242880624
208,2733730931226474.0,1007442.2535681505,4.07220950561819e+33,4.826605270821155e+33,510618.5510682912
209,2763843501434523.5,1005375.385669632,4.072820406646405e+33,4.827577845649372e+33,513794.9362855234
210,2794287767375381.0,1003303.5503673609,4.0732426186856437e+33,4.8282422915940125e+33,516886.86810459
211,2825067382741135.0,1001242.2478058158,4.073501237273052e+33,4.828650563713969e+33,519690.2343463656
212,2856186041469957.0,999193.2637030573,4.073581517184526e+33,4.8287877649443407e+33,522624.86394256755
